,State,Year,Title,Summary,ID,Measure_Type,Topic_Areas,Election,Percent_Yes,Ballot_Type,Pass
816,Idaho,2012,Referendum to Approve or Reject Legislation Limiting Negotiated Agreements Between Teachers and Local School Boards and Ending the Practice of Issuing Renewable Contracts,"Referendum to approve or reject S1108; relating to education: revising Idaho Code by amending 33-513, 33-514, 33-514A, 33-515, 33-515A, 33-516, 33-521, 33-522, 33-1003, 33-1004H, 33-1271, 33-1272, 33-1273, 33-1274, 33-1275, 33-1276 and 33-402; repealing 33-1004G; and, by adding new sections 33-515B, 33-523, 33-524, 33-1271A, 33-1273A and 33-1274A to revise the annual written evaluation process for professional staff; phase out renewable individual contracts; provide that professional staff employed after January 31, 2011 shall not be entitled to a formal review of decisions for not being reemployed; allow school boards to change the length of terms stated in current contracts and reduce the salaries of certificated staff with renewable contracts without due process proceedings; require school districts to disclose to employees a list of professional liability insurance providers; eliminate education support program for school districts experiencing enrollment decreases greater than one percent; eliminate teacher early retirement incentives; restrict the scope of negotiated agreements between school boards and professional staff to compensation and the duration of negotiated agreements to one year; and eliminate provisions for fact finding in professional negotiations.<BR>  <BR>  A YES vote means you approve the legislation.<BR>  A NO vote means you reject the legislation.",Proposition 1,Popular Referendum,Education: PreK-12,General,0.42700000000000005,Statutory,0
817,Idaho,2012,"Referendum to Approve or Reject Legislation Providing Teacher Performance Pay Based on State-Mandated Test Scores, Student Performance, Hard-to-Fill Positions and Leadership","Referendum to approve or reject S1110; relating to education; revision Idaho Code by adding new section 33-1004I to provide and distribute in fiscal year 2012 state share-based pay for performance bonuses to certificated instructional staff based on a school's median student growth percentiles on state achievement tests and a school's median standardized score on state achievement tests and local share-based pay for performance based on student test scores, graduation rates, dropout rates, percent of graduates attending postsecondary education or entering military service, meeting federal ""adequate yearly progress"", number of students successfully completing dual credit or advanced placement classes; percent of students in extracurricular activities, class projects, portfolios, successful completion of special student assignments, parental involvement, teacher-assigned grades, and/or student attendance rates, and, in fiscal year 2014 and thereafter, in addition to the aforementioned bonuses, providing incentives for certificated instructional staff in hard-to-fill positions and leadership awards for certificated instructional staff who assume one or more of the following additional duties: instructional staff mentoring, content leadership, lead teacher, peer coaching, content specialist, remedial instructor, curriculum development, assessment development, data analysis, grant writing, special program coordinator, research project, professional development instructor, service on education committees, educational leadership and earning national board certification.<BR>  <BR>  A YES vote means you approve the legislation.<BR>  A NO vote means you reject the legislation.",Proposition 2,Popular Referendum,Education: PreK-12,General,0.42,Statutory,0
818,Idaho,2012,"Rights to Hunt, Fish and Trap","This proposed amendment would provide that the rights to hunt, fish and trap are a valued part of Idaho's heritage and would preserve these rights for the people of Idaho and manage these rights through the laws of the state. This amendment specifies that hunting, fishing and trapping shall be a preferred means of managing wildlife. This amendment does not create a right to trespass or affect rights to divert or appropriate water. This amendment also will not prevent the suspension or revocation of licenses issued by the state for hunting, fishing or trapping.",HJR 2,Legislative Referendum,Animal Rights/Hunting & Fishing,General,0.7340000000000001,Amendment,1
819,Idaho,2014,Legislative Delegation of Rulemaking Authority,"Shall Article III, of the Constitution of the State of Idaho be amended by the addition of a new section 29, to confirm that the legislature may authorize executive rulemaking; however, the legislature shall not relinquish oversight, which such oversight is done by approval or rejection, in whole or in part, of an executive rule; and to provide that the legislature's approval or rejection of such a rule shall not require the approval of the governor?",HJR 2,Legislative Referendum,Legislatures,General,0.494,Amendment,0
820,Idaho,2016,Legislative Administrative Rules Amendment,"Provides that the Legislature may review, approve or reject any administrative rule to ensure it is consistent with legislative intent and to provide that legislative approval or rejection of a rule is not subject to gubernatorial veto.",House Joint Resolution 5,Legislative Referendum,Legislatures,General,0.556,Amendment,1
821,Idaho,2018,Authorize Betting on Historical Horse Races Initiative,"The measure allows gambling on historical horse races that are shown on video. ""Historical horse racing is defined as ""a race involving live horses that was conducted in the past and that is rebroadcast by electronic means and shown on a delayed or replayed basis for the purposes of pari-mutuel wagering conducted at a facility that is authorized to show simulcast and/or televised races where at least eight (8) live horse race days are conducted annually.""",Proposition 1,Initiative,Gambling & Lotteries,General,0.47,Statutory,0
822,Idaho,2018,Medicaid Expansion Initiative,"The measure expands Medicaid coverage pursuant to the Affordable Care Act, expanding coverage to those under 65 and whose income is 133 percent or below of the federal poverty line and who are not eligible for other state medical insurance coverage.",Proposition 2,Initiative,Health,General,0.606,Statutory,1
823,Idaho,2020,Require 35 Legislative Districts Amendment,States in the Idaho Constitution that there shall be 35 state legislative districts.,Amendment HJR4,Legislative Referendum,Redistricting,General,0.68,Amendment,1
824,Idaho,2022,Income and Corporate Tax Changes and Education Funding Advisory Question,"An ""approve"" vote supports the passage of House Bill 1, which changes the income and corporate tax rates to one flat tax rate of 5.8%; provides a tax rebate equaling the greater of 10% of the taxes paid by a couple or individual in 2020 or $600 per joint filer or $300 for an individual; and  allocates $410 million of the state’s sales tax revenue to the public school income fund and in-demand careers fund.",Advisory Question,Other,Education: PreK-12,General,0.8,Other,1
825,Idaho,2022,Legislative Authority to Call a Special Session Amendment,Allows the president pro tempore of the state Senate and the speaker of the state House to convene a special session of the Idaho State Legislature upon receiving a joint written request from 60% of the members of each chamber to consider topics specified in the request.,SJR 102,Legislative Referendum,Legislatures,General,0.52,Amendment,1
826,Illinois,2008,Constitutional Convention Question,"This proposal deals with a call for a state constitutional convention.  The last such convention was held in 1969-70, and a new Constitution was adopted in 1970.  The 1970 Illinois Constitution requires that the question of calling a convention be placed before the voters every 20 years.  In 1988 electors rejected the call for a constitutional convention, with 75% voting against calling a convention and 25% voting in favor of calling a convention.  If you believe the 1970 Illinois Constitution needs to be revised through the convention process, vote ""YES"" on the question of calling a constitutional convention.  If you believe that a constitutional convention is not necessary, or that changes can be accomplished through other means, vote ""NO"" on the calling of a constitutional convention.",Constitutional Convention,Other,Civil & Constitutional Law,General,0.326,Other,0
827,Illinois,2010,Recall of the Governor,"[Official ballot title, designation and summary not yet available]<BR>  Proposes to amend the Suffrage and Elections Article of the Illinois Constitution. Provides for the recall of the Governor by petition of the State's electors and for the election of a successor Governor. Effective upon being declared adopted.<BR>  <BR>  The recall of the Governor may be proposed by a petition signed by a number of electors equal in number to at least 15% of the total votes cast for Governor in the preceding gubernatorial election, with at least 100 signatures from each of at least 25 separate counties. A petition shall have been signed by the petitioning electors not more than 150 days after an affidavit has been filed with the State Board of Elections providing notice of intent to circulate a petition to recall the Governor. The affidavit may be filed no sooner than 6 months after the beginning of the Governor's term of office.  The affidavit shall have been signed by the proponent of the recall petition, at least 20 members of the House of Representatives, and at least 10 members of the Senate, with no more than half of the signatures of members of each chamber from the same established political party.",HJRCA 31,Legislative Referendum,Elections,General,0.657,Amendment,1
828,Illinois,2012,Pension Benefit Increase,"(60% vote required to approve a constitutional amendment)<BR>  <BR>  Proposes to amend the General Provisions Article of the Illinois Constitution. Provides that no bill, except a bill for appropriations, that provides a benefit increase under any pension or retirement system of the State, any unit of local government or school district, or any agency or instrumentality thereof, shall become law without the concurrence of three-fifths of the members elected to each house of the General Assembly. Provides requirements for passage if the Governor vetoes a bill or returns a bill with specific recommendations for change. Provides that no ordinance, resolution, rule, or other action of the governing body, or an appointee or employee of the governing body, of any unit of local government or school district that provides an emolument increase to an official or employee that has the effect of increasing the amount of the pension or annuity that an official or employee could receive as a member of a pension or retirement system shall be valid without the concurrence of three-fifths of the members of that governing body. Provides that no action of the governing body, or an appointee or employee of the governing body, of any pension or retirement system created or maintained for the benefit of officers or employees of the State, any unit of local government or school district, or any agency or instrumentality thereof that results in a beneficial determination shall be valid without the concurrence of three-fifths of the members of that governing body. Defines terms. Effective January 9, 2013.",HJRCA 49,Legislative Referendum,Labor & Employment,General,0.5589999999999999,Amendment,1
829,Illinois,2014,Anti-Voter Discrimination Amendment,"Proposes to amend the Suffrage and Elections Article of the Constitution. Provides that no person shall be denied the right to register to vote or to cast a ballot in an election based on race, color, ethnicity, status as a member of a language minority, sex, sexual orientation, or income. Effective upon being declared adopted.",Amendment 2,Legislative Referendum,Elections,General,0.723,Amendment,1
830,Illinois,2014,Crime Victims Rights,"Reinserts the Constitutional Amendment as introduced. Changes the title of the constitutional provision from crime victim's rights to crime victims' rights. Restores provision that crime victims have the right to communicate (rather than confer) with the prosecution. Proposes that the victim has standing to assert the rights enumerated in the victims' right provision in any court exercising jurisdiction over the case. Proposes that the court shall promptly rule on a victim's request (rather than act on a victim's request). Proposes that the victim does not have party status. Proposes that the accused does not have standing to assert the rights of a victim. Proposes that the court shall not appoint an attorney for the victim under this provision. Proposes that nothing in the constitutional provision shall be construed to alter the powers, duties, and responsibilities of the prosecuting attorney. Deletes that a victim, the victim's lawyer, or the prosecuting attorney may assert the rights enumerated in the victims' right provision in any court with jurisdiction over the case as a matter of right. Deletes that crime victims have the right to have access to information in a report related to any aspect of a defendant's sentence when available to the defendant, as the General Assembly may provide by law. Deletes that crime victims have the right to refuse to disclose to the defendant information that is privileged or confidential by law, as determined by a court of law with jurisdiction over the case. Provides that crime victims have the right to notice and to a hearing before a court ruling on a request for access to any of the victim's records, information, or communications which are privileged or confidential by law.",Amendment 1,Legislative Referendum,Criminal Justice,General,0.767,Amendment,1
831,Illinois,2014,Minimum Wage Increase Referendum Act,"Shall the minimum wage in Illinois for adults over the age of 18 be raised to $10 per hour by January 1, 2015?",Statewide Advisory Question 1,Other,Labor & Employment,General,0.6679999999999999,Other,1
832,Illinois,2014,Tax for Education Referendum Act,"Should the Illinois Constitution be amended to require that each school district receive additional revenue, based on their number of students, from an additional 3% tax on income greater than one million dollars?",Statewide Advisory Question 3,Other,Education: PreK-12,General,0.636,Other,1
833,Illinois,2014,Women's Health Referendum Act,Shall any health insurance plan in Illinois that provides prescription drug coverage be required to include prescription birth control as part of that coverage?,Statewide Advisory Question 2,Other,Health,General,0.66,Other,1
834,Illinois,2016,Transportation Funds Amendment,"Proposes to amend the Revenue Article of the Illinois Constitution. Adds a new Section concerning highway funds. Provides that no moneys derived from taxes, fees, excises, or license taxes, relating to registration, titles, operation, or use of vehicles or public highways, roads, streets, bridges, mass transit, intercity passenger rail, ports, or airports, or motor fuels, including bond proceeds, shall be expended for other than costs of administering laws related to vehicles and transportation, costs for construction, reconstruction, maintenance, repair, and betterment of public highways, roads, streets, bridges, mass transit, intercity passenger rail, ports, airports, or other forms of transportation, and other statutory highway purposes, including the State or local share to match federal aid highway funds. Limits the costs of administering laws related to vehicles and transportation to direct program expenses of the Secretary of State, the State Police, and the Department of Transportation related to the enforcement of traffic laws and safety. Provides that the revenues described herein shall not be diverted to any other purpose. Provides that any additional modes of transportation proposed for State funding shall have dedicated sources of funding. Provides that federal funds may be spent for any purposes authorized by federal law.",House Joint Resolution 36,Legislative Referendum,Tax & Revenue,General,0.789,Amendment,1
835,Illinois,2020,Limitations on Income Tax,Removes a provision that provides that a tax on income shall be measured at a non-graduated rate. Provides that there may be one tax on the income of individuals and corporations. Provides that the income tax may be a fair tax where lower rates apply to lower income levels and higher rates apply to higher income levels. Provides that no government other than the State may impose a tax on or measured by income.,Constitutional Amendment No. 1,Legislative Referendum,Tax & Revenue,General,0.47,Amendment,0
836,Illinois,2022,Right to Collective Bargaining Amendment,Creates a state constitutional right to collective bargaining.,Amendment 1,Legislative Referendum,Labor & Employment,General,0.58,Amendment,1
837,Indiana,2004,Line of Gubernatorial Succession,"Shall Article 5, Section 10 of the Constitution of the State of Indiana be amended to specify: (1) which state official acts as governor when the office of governor and the office of lieutenant governor are both vacant; and (2) the deadline for the General Assembly to meet when either the House or the Senate cannot assemble a quorum within forty-eight (48) hours after both offices become vacant?",Public Question 3,Legislative Referendum,State Government,General,0.866,,1
838,Indiana,2004,Property Tax Exemptions,"Shall Article 10, Section 1 of the Constitution of the State of Indiana be amended to allow the General Assembly to make certain property exempt from property taxes, including (1) a homeowner's primary residence; (2) personal property used to produce income; and (3) inventory?",Public Question 1,Legislative Referendum,Tax & Revenue,General,0.708,,1
839,Indiana,2004,Terms of County Officers,"Shall Article 6, Section 2 of the Constitution of the State of Indiana be amended to allow the General Assembly to establish a uniform date for the beginning of the terms of the county offices of clerk of the circuit court, auditor, recorder, treasurer, sheriff, coroner, and surveyor?",Public Question 2,Legislative Referendum,Local Government,General,0.8640000000000001,,1
840,Indiana,2010,Property Tax Cap,"Shall property taxes be limited for all classes of property by amending the Constitution of the State of Indiana to do the following:<BR><BR>  (1) Limit a taxpayer's annual property tax bill to the following percentages of gross assessed value:<BR>  (A) 1% for an owner-occupied primary residence (homestead);<BR>  (B) 2% for residential property, other than an owner-occupied primary residence, including apartments;<BR>  (C) 2% for agricultural land;<BR>  (D) 3% for other real property; and<BR>  (E) 3% for personal property.<BR>  <BR>  The above percentages exclude any property taxes imposed after being approved by the voters in a referendum.<BR>  <BR>  (2) Specify that the General Assembly may grant a property tax exemption in the form of a deduction or credit and exempt a mobile home used as a primary residence to the same extent as real property?",Public Question 1,Legislative Referendum,Tax & Revenue,General,0.7190000000000001,Amendment,1
841,Indiana,2016,Right to Hunt and Fish Amendment,"Provides that the right to hunt, fish, and harvest wildlife is a valued part of Indiana's heritage and shall be forever preserved for the public good. Provides that the people have a right, which includes the right to use traditional methods, to hunt, fish, and harvest wildlife, subject only to the laws prescribed by the general assembly and rules prescribed by virtue of the authority of the general assembly to: (1) promote wildlife conservation and management; and (2) preserve the future of hunting and fishing. Provides that hunting and fishing are the preferred means of managing and controlling wildlife. Provides that this constitutional amendment does not limit the application of any laws relating to trespass or property rights.",Question 1,Legislative Referendum,Animal Rights/Hunting & Fishing,General,0.7809999999999999,Amendment,1
842,Indiana,2018,State Balanced Budget Amendment,"Shall Article 10, Section 5 of the Constitution of the State of Indiana be amended to require the General Assembly to adopt balanced budgets for state government that do not exceed estimated revenues unless a supermajority of two-thirds of the members of the House of Representatives and two-thirds of the members of the Senate vote to suspend the requirement?",Public Question 1,Legislative Referendum,Budgets,General,0.713,Amendment,1
843,Iowa,2000,Constitutional Convention Question,The Iowa Constitution requires that every ten years voters be asked if they wish to hold a Constitutional Convention to amend the constitution.,Measure,Other,Civil & Constitutional Law,General,0.33399999999999996,,0
844,Iowa,2008,Qualifications of Electors,"Changes the language that describes a person who cannot legally vote from ""idiot or insane person"" to ""a person adjudged mentally incompetent to vote.""",Constitutional Amendment Question,Legislative Referendum,Civil & Constitutional Law,General,0.815,,1
845,Iowa,2010,Constitutional Convention,"Shall there be a convention to revise the constitution, and propose amendment or amendments to same?<BR>  (Triggered automatically by the state constitution every 10 years.)",Constitutional Convention Question,Other,Civil & Constitutional Law,General,0.32799999999999996,Amendment,0
846,Iowa,2010,Natural Resources and Outdoor Recreation Trust Fund,"Summary: Adopts Iowa's Water and Land Legacy Amendment which creates a dedicated trust fund for the purposes of protecting and enhancing water quality and natural areas in the State including parks, trails, and fish and wildlife habitat, and conserving agricultural soils in this State.<BR>  <BR>  Full Text: Article VII of the Constitution of the State of Iowa is amended by adding the following new section:<BR>  <BR>  NATURAL RESOURCES. SEC. 10. A natural resources and outdoor recreation trust fund is created within the treasury for the purposes of protecting and enhancing water quality and natural areas in this State including parks, trails, and fish and wildlife habitat, and conserving agricultural soils in this State. Moneys in the fund shall be exclusively appropriated by law for these purposes.  The general assembly shall provide by law for the implementation of this section, including by providing for the administration of the fund and at least annual audits of the fund.<BR>  <BR>  Except as otherwise provided in this section, the fund shall be annually credited with an amount equal to the amount generated by a sales tax rate of three-eighths of one percent as may be imposed upon the retail sales price of tangible personal property and the furnishing of enumerated services sold in this State.<BR>  <BR>  No revenue shall be credited to the fund until the tax rate for the sales tax imposed upon the retail sales price of tangible personal property and the furnishing of enumerated services sold in this State in effect on the effective date of this section is increased. After such an increased tax rate becomes effective, an amount equal to the amount generated by the increase in the tax rate shall be annually credited to the fund, not to exceed an amount equal to the amount generated by a tax rate of three-eighths of one percent imposed upon the retail sales price of tangible personal property and the furnishing of enumerated services sold in this State.",Constitutional Amendment 1,Legislative Referendum,Budgets,General,0.626,Amendment,1
847,Iowa,2020,Constitutional Convention Question,"Asks the voters if they think there should be a constitutional convention called after the general election. Ballot question reads, “Shall there be a convention to revise the constitution, and propose amendment or amendments to same?""",State Question 1,Other,Civil & Constitutional Law,General,0.3,Other,0
848,Iowa,2022,Right to Firearms Amendment,This amendment would add a right to own and bear firearms to the Iowa Constitution and require strict scrutiny for any alleged violations of the right brought before a court.,Amendment 1,Legislative Referendum,Animal Rights/Hunting & Fishing,General,0.65,Amendment,1
849,Kansas,2000,Allow any retirement or pension plan authorized pursuant to the laws of this state to be a stockholder in any banking institution,Legislative Constitutional Amendment<BR>  The purpose of this amendment is to allow any retirement or pension plan authorized pursuant to the laws of this state to be a stockholder in any banking institution,Chapter 184,Legislative Referendum,Banking & Financial Services,General,0.62,Amendment,1
850,Kansas,2000,Allow the legislature to classify and tax aircraft and watercraft upon a basis different from other property,Legislative Constitutional Amendment<BR>  This amendment would allow the legislature to classify and tax aircraft and watercraft upon a basis different from other property,Chapter 190,Legislative Referendum,Tax & Revenue,General,0.49,Amendment,0
851,Kansas,2005,Same-Sex Marriage Ban,"There is currently no constitutional provision regarding marriage. There is a statute, enacted by the legislature, that defines marriage as a civil contract between two persons who are of opposite sex and declares all other marriages to be contrary to public policy and void.<BR>  <BR>  A vote for this proposition would amend the Kansas constitution to incorporate into it the definition of marriage as a civil contract between one man and one woman only and the declaration that any other marriage is contrary to public policy and void. The proposed constitutional amendment also would prohibit the state from recognizing any other legal relationship that would entitle the parties in the relationship to the rights or incidents of marriage.<BR>  <BR>  A vote against this proposition would not amend the constitution, in which case the current statute that defines marriage would remain unchanged but could be amended by future acts of the legislature or modified by judicial interpretation.",Constitutional Amendment,Legislative Referendum,Civil & Constitutional Law,Special,0.6990000000000001,Amendment,1
852,Kansas,2010,Repeal Exclusion of Persons with Mental Illness from Voting,A vote for this amendment would ensure that the right to vote for persons with mental illness cannot be taken away by the legislature.<BR>  <BR>  A vote against this amendment would continue the current authority of the legislature to take away the right to vote for persons with mental illness.,Constitutional Amendment 2,Legislative Referendum,Civil & Constitutional Law,General,0.624,Amendment,1
853,Kansas,2010,Right to Keep and Bear Arms,"A vote for this amendment would constitutionally preserve the right of a person to keep and bear arms for the defense of self, family, home and state, and for lawful hunting and recreational use, and for any other lawful purpose.<BR>  <BR>  A vote against this amendment would provide for no constitutional right of a person to keep and bear arms for the defense of self, family, home and state, and for lawful hunting and recreational use, and for any other lawful purpose.",Constitutional Amendment 1,Legislative Referendum,Civil & Constitutional Law,General,0.882,Amendment,1
854,Kansas,2012,Constitutional Amendment Authorizing Legislature to Provide for Classification and Taxation of Watercraft,"HCR 5017 would, if adopted by voters at the November 2012 general election, amend the property tax classification section of the Kansas Constitution to authorize the Legislature, beginning in tax year 2013, to classify watercraft on a different basis from other property. (Such property currently is assessed as “""ll other"" personal property at 30 percent of its fair market value.)<BR>  <BR>  <B>Background</B><BR>  <BR>  The concurrent resolution was introduced by the Special Committee on Assessment and Taxation at the conclusion of an interim study. Similar constitutional amendments were approved by the House (HCR 5015) during the 2008 Session; and by the Senate (SCR 1602) during the 2009 Session.<BR>  <BR>  A proposed constitutional amendment (SCR 1629) placed on the 2000 general election ballot that would have authorized new tax treatment for both watercraft and aircraft was defeated by less than 12,000 votes (433,499 ""no"" to 421,621 ""yes"").<BR>  <BR>  After a similar legislative authorization for ""recreational vehicles"" was adopted as part of a constitutional amendment in 1992, the Kansas Legislature in 1994 subsequently availed itself of that prerogative and enacted a new tax system for such vehicles under which liability since January 1, 1995, has been based on the weight and the age of the vehicles (rather than on fair market value.)itself of that prerogative and enacted a new tax system for such vehicles under which liability since January 1, 1995, has been based on the weight and the age of the vehicles (rather than on fair market value.)<BR>  <BR>  Data provided by the Department of Revenue indicated that in tax year 2010, watercraft comprised $89.4 million of assessed valuation statewide ($298.0 million of appraised valuation). State taxation of these watercraft generated about $1.79 million in local effort for purposes of the school finance formula (20 mills) and $0.13 million for state building funds (1.5 mills).<BR>  <BR>  Even if it were to be adopted by voters, HCR 5017 would have no immediate fiscal impact unless and until the Legislature passed a law that changed the tax treatment of  watercraft.",HCR 5017,Legislative Referendum,Tax & Revenue,General,0.536,Amendment,1
855,Kansas,2014,Proposal to Authorize Raffles,"Sub. for SCR 1618 submits a state constitutional amendment for consideration at the  next general election in November 2014. The amendment, if approved by voters, will allow  charitable raffles by certain nonprofit organizations.  The proposal will amend Section 3 of Article 15 in the Kansas Constitution to permit  “raffles” if authorized by the Legislature. The amendment will allow the Legislature to authorize  the licensing, conduct, and regulation of charitable raffles by nonprofit, religious, charitable,  fraternal, educational, or veterans organizations.   “Raffle” is defined in the proposed amendment to mean a game of chance in which each  participant buys a ticket or tickets from one of the above mentioned organizations, with each  ticket providing an equal chance to win a prize and the winner being determined by a random  drawing. The following limitations also are included in the constitutional amendment:  ● An organization shall not be able to use an electronic gaming or vending  machine to sell tickets or conduct raffles;  ● An organization shall not contract with a professional raffle or other lottery vendor  for the management, operation, or conduct of any raffle; and  ● Raffles shall be licensed and regulated by the Office of Charitable Gaming, in the  Department of Revenue, or by a successor agency.  (Note: Section 3 of Article 15 of the Kansas Constitution prohibits lotteries and the sale  of lottery tickets. Voters previously approved three amendments to Section 3, allowing  exceptions for bingo (Section 3a. in 1974), parimutuel wagering (Section 3b. in 1986), and a  state-owned and -operated lottery (Section 3c. in 1986). This proposal adds a fourth exception  in the amendment for raffles, if approved by the voters.)",SCR 1618,Legislative Referendum,Gambling & Lotteries,General,0.746,Amendment,1
856,Kansas,2016,Right to Hunt and Fish Amendment,"Preserves constitutionally the right of the public to hunt, fish and trap wildlife subject to reasonable laws and regulations. The right of the public to hunt, fish and trap shall not modify any provision of common law or statutes relating to trespass, eminent domain or any other private property rights",Amendment 1,Legislative Referendum,Animal Rights/Hunting & Fishing,General,0.813,Amendment,1
857,Kansas,2022,County Sheriff Election and Recall Amendment,Requires the election of county sheriffs in counties that had not abolished the office as of January 2022 and provides that sheriffs may be recalled from office.,Constitutional Amendment 2,Legislative Referendum,Elections,General,0.62,Amendment,1
858,Kansas,2022,Legislative Veto or Suspension of Executive Agency Regulations Amendment,Authorizes the legislature to revoke or suspend an executive agency's rules and regulations by a simple majority vote.,Constitutional Amendment 1,Legislative Referendum,Legislatures,General,0.49,Amendment,0
859,Kentucky,2000,Abolish the Railroad Commission,Abolishes the Railroad Commission and transfers its duties to another state agency.,Amendment 2,Legislative Referendum,State Government,General,0.51,Amendment,1
860,Kentucky,2000,Establish Annual Sessions of the Legislature,"Amends the Constitution to establish annual sessions of the legislature, in addition to the current 60 legislative day regular session in even numbered years, by requiring the Kentucky General Assembly to meet in odd-numbered years for up to 30 legislative days during which the General Assembly may consider any issue except that the General Assembly shall be prohibited from passing any bill raising revenue or appropriating funds unless agreed to by three-fifths of all members elected to each house.",Amendment 1,Legislative Referendum,Legislatures,General,0.52,Amendment,1
861,Kentucky,2002,Corporations Amendment,"Are you in favor of permitting the General Assembly to provide by general law for the formation, organization, and regulation of corporations by repealing certain sections of the Constitution of Kentucky relating to corporations?<BR>  <BR>  Constitutional Changes Proposed by the Amendment<BR>  <BR>  Currently, the Kentucky Constitution contains numerous sections that regulate corporations in detail. The proposed  constitutional amendment would repeal 11 sections of the Kentucky Constitution relating to corporations and replace them with a section that permits the General Assembly to regulate corporations by general laws. The General Assembly would be given the power to prescribe powers, rights, duties, and liabilities of corporations and their officers and stockholders by general laws. The sections to be repealed are as follows:<BR>  - Section 190:  Provides that corporations in existence at the time of the adoption of the present Constitution shall file an acceptance of the provisions of the Constitution;<BR>  - Section 191:  Provides that unexercised charters granted prior to the adoption of the Constitution are revoked;<BR>  - Section 192: Provides that corporations are limited to the exercise of the powers provided in their charters and shall not hold real estate longer than 5 years except that which is necessary and proper for carrying on legitimate business;<BR>  - Section 193: Provides that stocks or bonds are to be issued only for money, property, or labor at fair market value;<BR>  - Section 194: Provides that corporations shall have a place of business and process agent in the state;<BR>  -  Section 198: Prohibits trusts and combinations in restraint of trade;<BR>  - Section 200: Provides that a domestic corporation consolidating with a foreign corporation does not become foreign;<BR>  - Section 202: Provides that foreign corporations are not to be given privileges over domestic corporations;<BR>  - Section 203: Provides that liabilities under a corporate franchise are not to be released by lease or alienation;<BR>  - Section 207: Provides for cumulative voting for directors of a corporation; and<BR>  - Section 208: Provides that the term ""corporation"" also includes joint stock companies and associations.",Constitutional Amendment 2,Legislative Referendum,Business & Commerce,General,0.613,,1
862,Kentucky,2002,Family Court Amendment,"Are you in favor of family courts in Kentucky by amending the Kentucky Constitution to allow the Supreme Court to designate a division of circuit court as a family court?<BR>  <BR>  Constitutional Changes Proposed by the Amendment<BR>  <BR>  Currently, the Kentucky Constitution provides for District and Circuit Courts, Court of Appeals, and the Supreme Court. The Constitution divides the jurisdiction of the courts, stating that the District Court is a trial court of limited jurisdiction and the Circuit Court is a trial court  of general jurisdiction. However, there is no provision for creating special courts within the District or the Circuit Courts with particular jurisdictions. While Kentucky currently has several family courts operating throughout the  state, a Supreme Court case denotes these family courts as ""pilot projects"" because there is no Constitutional provision specifically authorizing their creation. The proposed constitutional amendment would permit the chief justice of the Supreme Court to create a family court division within this highest level of the trial courts in Kentucky, the Circuit Court. A Circuit Court division designated as a Family Court would then have the jurisdiction of the Circuit Court and any additional jurisdiction that is provided by the General Assembly in law. This would give the pilot family court projects a permanent legal status, should the Chief Justice choose to retain family courts.<BR>  <BR>  Effective Date<BR>  <BR>  If the voters approve the proposed family court amendment on November 5, its provisions will take effect immediately.",Constitutional Amendment 1,Legislative Referendum,Civil & Constitutional Law,General,0.76,,1
863,Kentucky,2004,Relating to Marriage,"Are you in favor of amending the Kentucky Constitution to provide that only a marriage between one man and one woman shall be a marriage in Kentucky, and that a legal status identical to or similar to marriage for unmarried individuals shall not be valid or recognized?",Constitutional Amendment,Legislative Referendum,Civil & Constitutional Law,General,0.746,,1
864,Kentucky,2012,"Right to Hunt, Fish and Harvest Wildlife","Adds a new section to the constitution:<BR>  The citizens of Kentucky have the personal right to hunt, fish, and harvest wildlife, using traditional methods, subject only to statutes enacted by the Legislature, and to administrative regulations adopted by the designated state agency to promote wildlife conservation and management and to preserve the future of hunting and fishing. Public hunting and fishing shall be a preferred means of managing and controlling wildlife. This section shall not be construed to modify any provision of law relating to trespass, property rights, or the regulation of commercial activities.<BR>  (HB 1, 2011)",Amendment,Legislative Referendum,Animal Rights/Hunting & Fishing,General,0.845,Amendment,1
865,Kentucky,2018,Crime Victims Bill of Rights Amendment,"Adds to the state constitution a set of rights for crime victims such as the right of notice of all court proceedings in the case; right to be present and heard at trial, pleading or sentencing; and right to notice of release of the accused. Known as Marsy's Law.",,Legislative Referendum,Criminal Justice,General,0.631,Amendment,1
866,Kentucky,2020,Marsy's Law Crime Victims Rights Amendment,"Adds a Marsy's Law to the Kentucky Constitution, which would provide crime victims with specific constitutional rights, including the right to be treated with fairness and due consideration for the victim’s safety, dignity, and privacy; to be notified about proceedings; to be heard at proceedings involving release, plea, or sentencing of the accused; to proceedings free from unreasonable delays; to be present at trials; to consult with the state's attorneys; to reasonable protection from the accused and those acting on behalf of the accused; to be notified about release or escape of the accused; to have the victim's and victim's family's safety considered when setting bail or determining release; and to receive restitution from the individual who committed the criminal offense.",Constitutional Amendment 1,Legislative Referendum,Civil & Constitutional Law,General,0.63,Amendment,1
867,Kentucky,2020,Terms of Judicial Offices Amendment,"Extends the office terms of circuit court clerks, commonwealth's attorneys, county attorneys, and district judges and changes licensing requirements.",Constitutional Amendment 2,Legislative Referendum,Term Limits,General,0.31,Amendment,0
